,i,ppron,pronoun,negemo,adverb,anger,bio,cogmech,conj,sad,swear,affect,body,present,discrep,relativ,article,preps,posemo,space,time,funct,leisure,achieve,relig,social,incl,motion,we,auxverb
b98ed786cb2fe320ca8993b5bc5794d4,157.0,222.0,286.0,89.0,112.0,22.0,99.0,311.0,136.0,23.0,9.0,185.0,26.0,220.0,29.0,238.0,53.0,148.0,95.0,94.0,96.0,904.0,28.0,21.0,1.0,119.0,78.0,33.0,9.0,151.0
bac634ab2b65a3567c279fff0ef582db,24.0,56.0,97.0,29.0,26.0,9.0,33.0,141.0,48.0,1.0,1.0,86.0,4.0,86.0,16.0,127.0,39.0,94.0,56.0,50.0,53.0,391.0,10.0,15.0,3.0,109.0,30.0,21.0,11.0,62.0
badb8d4ee2a91bd529321f8941dce389,20.0,31.0,55.0,4.0,21.0,1.0,4.0,54.0,12.0,0.0,0.0,17.0,2.0,34.0,8.0,33.0,14.0,28.0,13.0,13.0,16.0,168.0,4.0,2.0,1.0,24.0,7.0,2.0,2.0,27.0
bc1d74a68ad5609ca4a91ce06d1d5df2,281.0,474.0,678.0,103.0,231.0,33.0,147.0,627.0,238.0,24.0,6.0,445.0,59.0,375.0,77.0,552.0,221.0,386.0,337.0,187.0,265.0,2099.0,89.0,54.0,50.0,429.0,159.0,93.0,23.0,291.0
bc619f7cbbdb1806e386554e4b33a439,138.0,163.0,226.0,47.0,77.0,18.0,35.0,214.0,69.0,12.0,14.0,108.0,13.0,139.0,13.0,202.0,87.0,153.0,61.0,82.0,92.0,746.0,19.0,20.0,6.0,71.0,48.0,23.0,0.0,127.0
bc818bee914629444c6c5a863388a85d,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
bc99c9a38eb9664e7e7c083a9b201e86,7.0,9.0,15.0,1.0,4.0,1.0,4.0,10.0,6.0,0.0,1.0,7.0,0.0,7.0,1.0,11.0,16.0,12.0,6.0,6.0,4.0,61.0,1.0,2.0,1.0,7.0,6.0,1.0,0.0,6.0
bcc70ea759d99b883452f0e8695e2201,138.0,270.0,415.0,55.0,153.0,24.0,73.0,459.0,182.0,11.0,15.0,168.0,17.0,243.0,47.0,345.0,167.0,296.0,111.0,156.0,138.0,1445.0,41.0,25.0,23.0,278.0,156.0,47.0,50.0,223.0
bd39d20da71e5586e3bdf5e38df3471f,14.0,33.0,48.0,8.0,23.0,2.0,27.0,58.0,31.0,1.0,0.0,25.0,6.0,35.0,4.0,96.0,31.0,54.0,16.0,31.0,58.0,236.0,3.0,8.0,0.0,30.0,18.0,6.0,0.0,40.0
bd7540dfcd6fe065f0f2543422e63b77,31.0,43.0,62.0,30.0,24.0,14.0,17.0,77.0,18.0,10.0,1.0,65.0,5.0,46.0,3.0,88.0,26.0,59.0,31.0,24.0,49.0,239.0,6.0,16.0,3.0,55.0,22.0,13.0,1.0,39.0
be6a4370aa73880f9470b3e453c57fee,94.0,119.0,160.0,27.0,56.0,11.0,29.0,134.0,45.0,6.0,4.0,71.0,6.0,109.0,23.0,122.0,49.0,102.0,44.0,37.0,57.0,490.0,19.0,11.0,3.0,63.0,33.0,25.0,3.0,78.0
beeb68b947eaec4a55a9d8d20a7c5b52,142.0,288.0,418.0,53.0,142.0,16.0,74.0,472.0,162.0,18.0,8.0,172.0,27.0,304.0,58.0,501.0,208.0,352.0,118.0,222.0,196.0,1631.0,61.0,41.0,23.0,272.0,149.0,69.0,38.0,283.0
bf2e586663eb82b5cd83bbdff4790262,8.0,34.0,78.0,18.0,24.0,5.0,13.0,126.0,42.0,5.0,0.0,58.0,2.0,67.0,9.0,70.0,41.0,72.0,40.0,27.0,26.0,318.0,9.0,10.0,5.0,47.0,38.0,17.0,14.0,42.0
bf674ce62805a021ed81fa100459768a,8.0,12.0,20.0,2.0,10.0,0.0,2.0,21.0,9.0,0.0,0.0,11.0,1.0,16.0,0.0,24.0,12.0,16.0,9.0,9.0,11.0,78.0,5.0,3.0,0.0,7.0,3.0,4.0,0.0,14.0
c0289bdb4cd4eda90653b2c84af61e03,1806.0,2546.0,3330.0,611.0,1338.0,183.0,969.0,3168.0,1356.0,170.0,39.0,2137.0,271.0,2264.0,312.0,3646.0,1134.0,2553.0,1505.0,1115.0,1997.0,11711.0,398.0,403.0,54.0,1936.0,998.0,454.0,65.0,1563.0
c09f6695e155f4eda37e853b52e34de7,36.0,62.0,112.0,21.0,67.0,14.0,20.0,173.0,68.0,3.0,1.0,148.0,7.0,90.0,12.0,311.0,99.0,168.0,127.0,91.0,194.0,623.0,92.0,40.0,10.0,109.0,48.0,31.0,1.0,89.0
c1232df26ceef005d42e6b9fc2434159,4.0,7.0,7.0,1.0,7.0,1.0,2.0,11.0,5.0,0.0,0.0,9.0,0.0,9.0,2.0,7.0,5.0,7.0,8.0,0.0,6.0,37.0,2.0,1.0,0.0,7.0,1.0,1.0,0.0,7.0
c125b54a3d0931c9088487082c8dcb3a,111.0,245.0,369.0,35.0,99.0,21.0,83.0,328.0,124.0,8.0,2.0,225.0,17.0,255.0,52.0,272.0,132.0,255.0,186.0,110.0,120.0,1232.0,42.0,32.0,10.0,317.0,95.0,35.0,12.0,199.0
c14cc56b201f03cef21970f0a7fcb328,25.0,39.0,45.0,13.0,1.0,3.0,4.0,34.0,7.0,2.0,0.0,23.0,2.0,5.0,3.0,17.0,17.0,10.0,10.0,6.0,10.0,102.0,7.0,2.0,5.0,29.0,9.0,1.0,0.0,3.0
c27f06a64c74ff8d8593da7861f81ec8,909.0,1734.0,2656.0,430.0,769.0,110.0,396.0,2822.0,929.0,138.0,24.0,1148.0,116.0,1475.0,360.0,1866.0,715.0,1501.0,709.0,626.0,906.0,8173.0,113.0,211.0,48.0,1690.0,642.0,278.0,152.0,1202.0
c2f408f2e2a726840b41ed2c6721673d,1.0,4.0,7.0,0.0,4.0,0.0,3.0,5.0,1.0,0.0,1.0,1.0,1.0,7.0,2.0,7.0,2.0,7.0,1.0,3.0,4.0,22.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0
c3dcf614104a24210bfac607cd63a9f2,241.0,485.0,767.0,165.0,304.0,55.0,161.0,821.0,283.0,44.0,38.0,460.0,46.0,465.0,96.0,915.0,297.0,751.0,293.0,341.0,472.0,2990.0,137.0,80.0,56.0,424.0,251.0,108.0,19.0,437.0
c4397cff5e83eae81c24a0da4a95f668,189.0,273.0,400.0,103.0,121.0,22.0,55.0,362.0,91.0,15.0,13.0,190.0,19.0,247.0,48.0,291.0,86.0,194.0,79.0,93.0,155.0,1165.0,26.0,24.0,4.0,162.0,72.0,34.0,3.0,195.0
c4987aa846a4935c2d07c14c11d79b2d,10.0,14.0,20.0,2.0,2.0,1.0,5.0,18.0,5.0,0.0,0.0,7.0,0.0,10.0,1.0,10.0,4.0,8.0,5.0,8.0,2.0,53.0,6.0,0.0,0.0,10.0,3.0,0.0,1.0,10.0
c4b82521f826145544359e1e2aa9dbda,27.0,47.0,68.0,9.0,35.0,2.0,6.0,92.0,31.0,4.0,0.0,58.0,1.0,36.0,9.0,104.0,44.0,89.0,49.0,33.0,51.0,320.0,10.0,27.0,11.0,44.0,29.0,15.0,3.0,36.0
c50a6de074079a246f27db2b5b40cd22,6.0,10.0,28.0,3.0,11.0,0.0,8.0,19.0,6.0,1.0,0.0,23.0,1.0,29.0,3.0,25.0,17.0,8.0,20.0,2.0,21.0,90.0,5.0,2.0,2.0,13.0,2.0,2.0,0.0,22.0
c525ab834d0f737c4b5e65fd6ac2c510,75.0,112.0,169.0,20.0,47.0,5.0,20.0,127.0,68.0,2.0,2.0,75.0,6.0,96.0,18.0,134.0,60.0,127.0,55.0,66.0,45.0,567.0,6.0,14.0,0.0,103.0,37.0,16.0,1.0,87.0
c52a0e28a36a8614473afab58f855bfa,79.0,115.0,179.0,49.0,34.0,24.0,32.0,229.0,64.0,16.0,7.0,97.0,14.0,95.0,20.0,135.0,82.0,150.0,47.0,41.0,75.0,642.0,43.0,24.0,21.0,109.0,57.0,16.0,7.0,101.0
c562aeacd0cbd5e85624ce092d782452,26.0,35.0,60.0,12.0,20.0,2.0,14.0,57.0,14.0,2.0,1.0,38.0,3.0,33.0,7.0,48.0,27.0,48.0,25.0,19.0,22.0,203.0,13.0,8.0,3.0,26.0,16.0,4.0,2.0,24.0
c59c73e2903106687ca2c2cdddb81e22,25.0,38.0,69.0,26.0,36.0,16.0,32.0,129.0,45.0,2.0,2.0,118.0,4.0,95.0,18.0,166.0,62.0,85.0,92.0,47.0,100.0,398.0,36.0,9.0,3.0,46.0,27.0,20.0,0.0,84.0
c6065e52c61187ed0db62ccee2654c6b,22.0,30.0,55.0,8.0,41.0,2.0,2.0,74.0,26.0,1.0,0.0,39.0,0.0,25.0,7.0,59.0,22.0,48.0,31.0,19.0,36.0,234.0,16.0,6.0,1.0,20.0,11.0,4.0,2.0,28.0
c658bbb7521f7aa68215761bb4ecd879,35.0,63.0,95.0,9.0,30.0,3.0,4.0,91.0,38.0,2.0,1.0,40.0,1.0,43.0,9.0,113.0,31.0,80.0,31.0,53.0,45.0,335.0,22.0,11.0,0.0,53.0,26.0,15.0,1.0,49.0
c675c67b500fbfafe909c094edb89c32,55.0,132.0,219.0,50.0,63.0,21.0,47.0,223.0,68.0,15.0,0.0,163.0,11.0,123.0,19.0,153.0,50.0,116.0,113.0,51.0,74.0,619.0,6.0,20.0,8.0,172.0,28.0,25.0,4.0,73.0
c6cb42f370c95656d20d3d28487b9d30,21.0,28.0,67.0,10.0,26.0,3.0,6.0,88.0,21.0,3.0,0.0,40.0,1.0,55.0,12.0,86.0,27.0,55.0,29.0,25.0,51.0,274.0,7.0,15.0,1.0,33.0,12.0,6.0,1.0,53.0
c6e0d41fbfe15d8d08d47c97e6263718,153.0,192.0,299.0,85.0,136.0,17.0,60.0,314.0,108.0,11.0,6.0,192.0,20.0,228.0,41.0,243.0,82.0,183.0,106.0,71.0,122.0,981.0,43.0,24.0,6.0,117.0,73.0,47.0,14.0,181.0
c70b15854118907c8f0a234e2ba44bbc,725.0,962.0,1427.0,267.0,466.0,124.0,215.0,1330.0,420.0,43.0,69.0,948.0,67.0,977.0,158.0,1132.0,381.0,873.0,630.0,405.0,543.0,4670.0,103.0,159.0,15.0,621.0,323.0,142.0,56.0,881.0
c7c082445415ffdb67e9de08f259e8e5,93.0,202.0,328.0,29.0,83.0,8.0,63.0,351.0,130.0,7.0,0.0,162.0,10.0,242.0,35.0,360.0,112.0,230.0,133.0,113.0,200.0,1111.0,33.0,34.0,19.0,262.0,98.0,43.0,9.0,175.0
c820deb002ded9c13615cdd7edd4ce01,259.0,960.0,1477.0,139.0,283.0,48.0,267.0,1210.0,548.0,38.0,18.0,591.0,105.0,757.0,189.0,908.0,434.0,870.0,449.0,378.0,338.0,4404.0,69.0,85.0,46.0,1394.0,283.0,156.0,42.0,641.0
c893b493b376b7cd0c77821a8cd8d452,3.0,4.0,6.0,1.0,2.0,1.0,2.0,4.0,1.0,0.0,0.0,3.0,0.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,16.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0
c93851daa01e8cb7aa55942d0d548e6a,119.0,154.0,208.0,36.0,59.0,17.0,50.0,151.0,35.0,15.0,12.0,106.0,6.0,112.0,14.0,128.0,26.0,101.0,70.0,46.0,54.0,520.0,15.0,16.0,2.0,122.0,35.0,17.0,3.0,75.0
c9853214d41149065908ba50259250b7,450.0,705.0,1098.0,145.0,367.0,61.0,265.0,1355.0,502.0,28.0,25.0,455.0,66.0,633.0,104.0,1561.0,623.0,1218.0,308.0,601.0,701.0,4670.0,219.0,133.0,32.0,580.0,423.0,230.0,19.0,597.0
c9fe42c8399927c29f1ad2f5ed1c6551,60.0,88.0,135.0,13.0,45.0,4.0,38.0,121.0,57.0,3.0,1.0,48.0,8.0,72.0,14.0,167.0,69.0,104.0,35.0,64.0,74.0,470.0,28.0,16.0,3.0,80.0,31.0,26.0,7.0,66.0
ca6379ae4ac1d0fae82f2b9293b2eceb,269.0,435.0,676.0,92.0,186.0,36.0,134.0,569.0,197.0,12.0,19.0,296.0,36.0,397.0,74.0,509.0,237.0,399.0,199.0,223.0,197.0,2102.0,80.0,52.0,8.0,381.0,119.0,70.0,19.0,352.0
ca745fc1747c3252bb6e5be40c5d91de,784.0,1153.0,1655.0,303.0,512.0,128.0,323.0,1618.0,629.0,63.0,75.0,817.0,116.0,1093.0,204.0,1589.0,535.0,1301.0,509.0,640.0,674.0,5527.0,171.0,199.0,66.0,874.0,490.0,243.0,52.0,831.0
ca9c48476566bba168e50f541a0aec7e,33.0,57.0,70.0,16.0,14.0,2.0,15.0,38.0,23.0,1.0,0.0,41.0,1.0,37.0,8.0,58.0,29.0,50.0,22.0,25.0,21.0,239.0,6.0,6.0,6.0,47.0,11.0,8.0,1.0,39.0
caad2250871aacd68f5b405d44f80499,193.0,276.0,386.0,61.0,157.0,26.0,95.0,349.0,146.0,13.0,4.0,196.0,37.0,190.0,29.0,415.0,128.0,255.0,135.0,138.0,210.0,1242.0,39.0,36.0,4.0,179.0,116.0,57.0,20.0,159.0
cb02460576e27f95654a9a0ef548fe5b,161.0,269.0,372.0,53.0,129.0,11.0,66.0,453.0,163.0,16.0,3.0,173.0,19.0,247.0,40.0,518.0,208.0,372.0,119.0,186.0,246.0,1500.0,74.0,45.0,45.0,263.0,160.0,72.0,21.0,205.0
cbc0e7679349c25766cfaca3a764f333,271.0,388.0,526.0,130.0,208.0,41.0,181.0,603.0,211.0,32.0,27.0,430.0,80.0,445.0,100.0,549.0,201.0,333.0,296.0,251.0,218.0,1879.0,36.0,42.0,18.0,322.0,131.0,69.0,19.0,329.0
cc152d32bc005844df9e36490342cbaa,125.0,277.0,396.0,35.0,127.0,11.0,129.0,397.0,137.0,5.0,9.0,218.0,44.0,208.0,53.0,510.0,177.0,321.0,182.0,151.0,286.0,1403.0,55.0,48.0,8.0,288.0,106.0,64.0,21.0,199.0
cc206fdf7ed17d9862f9dd969ec659bc,30.0,46.0,100.0,19.0,36.0,9.0,23.0,143.0,31.0,5.0,2.0,58.0,7.0,69.0,16.0,106.0,44.0,85.0,39.0,32.0,52.0,386.0,10.0,30.0,6.0,46.0,22.0,16.0,4.0,57.0
cc80609621a7cbd51f3fa87cf8ec7c09,20.0,31.0,46.0,8.0,27.0,2.0,26.0,69.0,23.0,2.0,1.0,42.0,10.0,41.0,9.0,59.0,18.0,47.0,34.0,12.0,39.0,200.0,7.0,10.0,2.0,25.0,12.0,7.0,0.0,29.0
cc806a0d9b84a31064d0370797e7237e,199.0,296.0,491.0,79.0,208.0,27.0,78.0,556.0,177.0,14.0,11.0,233.0,27.0,275.0,60.0,493.0,179.0,345.0,148.0,141.0,290.0,1735.0,46.0,54.0,5.0,240.0,101.0,49.0,20.0,252.0
ccd134a9a901e5562f3dff0f69305eba,130.0,203.0,304.0,38.0,116.0,7.0,64.0,243.0,88.0,9.0,0.0,174.0,22.0,213.0,24.0,397.0,109.0,256.0,133.0,136.0,195.0,1086.0,19.0,30.0,22.0,159.0,58.0,51.0,4.0,159.0
ccff20335a4e4e0614c0b9734578d292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
cd35474fa3c10b9a5eb16c1e7d825fcc,400.0,690.0,1005.0,197.0,314.0,103.0,236.0,997.0,369.0,33.0,69.0,476.0,98.0,581.0,119.0,781.0,395.0,680.0,276.0,354.0,286.0,3321.0,118.0,75.0,29.0,553.0,276.0,120.0,30.0,469.0
cd6356019f3c963788a331c41e988d7d,14.0,22.0,55.0,18.0,18.0,3.0,6.0,52.0,21.0,7.0,1.0,32.0,1.0,26.0,1.0,50.0,21.0,44.0,13.0,24.0,18.0,206.0,2.0,4.0,1.0,18.0,14.0,6.0,2.0,24.0
cd86d1e6d68c3770eaec0db419dceb2f,740.0,1167.0,1560.0,256.0,465.0,98.0,332.0,1299.0,557.0,72.0,14.0,641.0,148.0,922.0,170.0,1386.0,496.0,1041.0,382.0,556.0,559.0,5041.0,170.0,95.0,14.0,878.0,364.0,232.0,43.0,781.0
cdc1f4fe532c2a2443bc2f5ea3dc7d0a,110.0,151.0,235.0,54.0,139.0,14.0,94.0,325.0,99.0,12.0,1.0,174.0,22.0,182.0,26.0,366.0,134.0,235.0,118.0,119.0,174.0,1042.0,73.0,28.0,8.0,133.0,96.0,66.0,14.0,162.0
cdf855d06f67355d0eec65b53d305bc4,19.0,45.0,99.0,15.0,31.0,5.0,7.0,127.0,47.0,3.0,0.0,48.0,2.0,57.0,15.0,107.0,57.0,95.0,33.0,44.0,43.0,391.0,9.0,4.0,5.0,70.0,33.0,16.0,7.0,45.0
ce4c7f674c9eaa89dcb35fa53a4d27bb,76.0,157.0,252.0,70.0,120.0,24.0,118.0,366.0,119.0,6.0,14.0,183.0,50.0,280.0,58.0,405.0,155.0,313.0,112.0,148.0,197.0,1287.0,41.0,60.0,12.0,161.0,85.0,54.0,2.0,274.0
cea00424ced413c108d878b1a14f3316,1409.0,2310.0,3370.0,450.0,1117.0,125.0,512.0,3524.0,1250.0,120.0,9.0,1480.0,211.0,2067.0,449.0,3576.0,1309.0,2800.0,1007.0,1254.0,1704.0,12154.0,305.0,368.0,130.0,1677.0,931.0,536.0,114.0,1688.0
cef02b911426facbb08a03e3af146a9c,318.0,478.0,700.0,99.0,235.0,45.0,121.0,738.0,264.0,17.0,17.0,318.0,47.0,349.0,82.0,788.0,343.0,619.0,217.0,311.0,347.0,2571.0,114.0,89.0,21.0,388.0,227.0,115.0,33.0,296.0
cf47c613b7eaa589e07d196411d503ed,32.0,86.0,115.0,12.0,41.0,6.0,20.0,116.0,39.0,2.0,3.0,39.0,6.0,74.0,14.0,112.0,48.0,75.0,27.0,36.0,42.0,390.0,9.0,15.0,1.0,85.0,29.0,32.0,4.0,56.0
cf4ca540d958500e96b514eb6446eb81,8.0,23.0,29.0,2.0,7.0,1.0,7.0,23.0,10.0,0.0,1.0,19.0,0.0,24.0,4.0,25.0,14.0,26.0,17.0,8.0,14.0,109.0,2.0,4.0,0.0,36.0,11.0,3.0,1.0,13.0
cf5a3f66c42918587a1428a6f7d7eec9,186.0,347.0,552.0,99.0,215.0,29.0,57.0,585.0,146.0,20.0,9.0,237.0,24.0,300.0,90.0,449.0,181.0,344.0,135.0,153.0,199.0,1758.0,29.0,42.0,9.0,309.0,82.0,73.0,39.0,234.0
cfb021cfbff46ffdb75c7dcafe7c2087,165.0,582.0,1074.0,199.0,305.0,61.0,167.0,1363.0,414.0,59.0,14.0,658.0,54.0,814.0,152.0,1106.0,455.0,849.0,457.0,383.0,523.0,4077.0,86.0,106.0,25.0,697.0,303.0,165.0,106.0,712.0
cffd6180183ab090d47796b4e85028d5,49.0,56.0,74.0,4.0,16.0,1.0,12.0,70.0,19.0,0.0,1.0,14.0,7.0,38.0,10.0,89.0,25.0,67.0,10.0,38.0,37.0,245.0,7.0,4.0,1.0,19.0,15.0,13.0,2.0,35.0
d0d983b11d386136ae9612b9ae9816f6,232.0,506.0,830.0,162.0,180.0,59.0,119.0,700.0,228.0,51.0,16.0,409.0,45.0,394.0,99.0,539.0,242.0,427.0,240.0,192.0,238.0,2339.0,33.0,57.0,29.0,502.0,144.0,86.0,33.0,290.0
d0dcc7d37ccd7d5b9eee83ebfb0d491d,1.0,6.0,6.0,3.0,2.0,0.0,0.0,21.0,8.0,2.0,0.0,13.0,0.0,7.0,1.0,14.0,16.0,19.0,10.0,6.0,8.0,63.0,9.0,6.0,0.0,13.0,9.0,0.0,0.0,6.0
d177a27cdcf11df2e6e09de9620e9c5e,140.0,185.0,337.0,50.0,155.0,21.0,32.0,339.0,109.0,9.0,14.0,123.0,12.0,140.0,23.0,442.0,140.0,340.0,73.0,163.0,206.0,1288.0,23.0,31.0,1.0,102.0,91.0,60.0,11.0,129.0
d1a10a7398574a6a482f4f4c1c654f1f,63.0,102.0,161.0,14.0,57.0,5.0,24.0,134.0,55.0,3.0,1.0,89.0,7.0,73.0,11.0,197.0,74.0,139.0,75.0,72.0,101.0,567.0,33.0,11.0,5.0,121.0,36.0,24.0,7.0,68.0
d20ad22d61822231f4d3c005942351b1,107.0,145.0,246.0,48.0,82.0,24.0,62.0,270.0,98.0,5.0,21.0,123.0,25.0,148.0,35.0,241.0,83.0,185.0,75.0,87.0,113.0,847.0,19.0,18.0,5.0,95.0,83.0,36.0,7.0,148.0
d2703c13d8cb359b941c0174055ff7c7,25.0,67.0,86.0,7.0,22.0,1.0,11.0,64.0,31.0,4.0,0.0,49.0,3.0,41.0,6.0,95.0,31.0,60.0,42.0,25.0,57.0,275.0,12.0,16.0,4.0,77.0,28.0,13.0,7.0,42.0
d290e316f86ce955ff64d4a221423821,2.0,2.0,5.0,2.0,3.0,2.0,3.0,6.0,2.0,0.0,2.0,3.0,1.0,3.0,0.0,4.0,1.0,4.0,1.0,3.0,0.0,16.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0
d2e6d4c09985aa3eab632c6e592a7c99,228.0,359.0,505.0,108.0,221.0,38.0,146.0,646.0,268.0,23.0,20.0,353.0,48.0,367.0,68.0,593.0,187.0,449.0,245.0,247.0,266.0,2019.0,38.0,42.0,11.0,338.0,206.0,75.0,33.0,326.0
d2fd0e6603da3520e02315e11b009fbf,193.0,269.0,379.0,51.0,107.0,24.0,46.0,322.0,134.0,6.0,1.0,132.0,17.0,180.0,40.0,380.0,118.0,262.0,78.0,142.0,167.0,1171.0,34.0,16.0,6.0,170.0,91.0,57.0,12.0,154.0
d3573c54e28c43feaf05c1058a8fc897,896.0,1467.0,2111.0,507.0,758.0,253.0,435.0,1664.0,557.0,80.0,189.0,1280.0,160.0,1014.0,178.0,1606.0,442.0,1066.0,772.0,523.0,851.0,5933.0,106.0,152.0,24.0,1246.0,331.0,193.0,42.0,770.0
d3582916ef22700cebb70f5cdedc1da9,62.0,123.0,192.0,21.0,90.0,9.0,12.0,202.0,59.0,6.0,5.0,73.0,5.0,83.0,17.0,232.0,82.0,182.0,52.0,79.0,124.0,734.0,28.0,38.0,1.0,105.0,59.0,25.0,7.0,87.0
d388e10dfa9a665ac257cc083f71b6c0,82.0,114.0,160.0,28.0,47.0,16.0,34.0,150.0,55.0,3.0,2.0,83.0,8.0,99.0,19.0,158.0,68.0,146.0,54.0,61.0,71.0,580.0,39.0,17.0,2.0,87.0,44.0,21.0,5.0,83.0
d38a81dfbfbbd5f2a2a0a03e9db304c6,7.0,14.0,35.0,4.0,13.0,3.0,8.0,43.0,15.0,0.0,1.0,8.0,3.0,27.0,8.0,42.0,16.0,35.0,4.0,27.0,10.0,129.0,7.0,2.0,1.0,27.0,4.0,3.0,0.0,13.0
d3d9a7af5c27cd4a0e9aa376c569ea4d,31.0,43.0,60.0,10.0,15.0,5.0,17.0,43.0,18.0,1.0,3.0,32.0,8.0,27.0,8.0,64.0,27.0,44.0,22.0,30.0,23.0,187.0,10.0,6.0,1.0,37.0,15.0,9.0,0.0,19.0
d42cf9aee249a08bff892a1223b4df2e,52.0,132.0,218.0,30.0,70.0,12.0,41.0,214.0,59.0,6.0,3.0,119.0,11.0,135.0,22.0,204.0,92.0,172.0,89.0,82.0,87.0,779.0,28.0,21.0,10.0,174.0,47.0,22.0,7.0,117.0
d42f4945517c45eb2ba65aad271b0fd9,752.0,938.0,1316.0,347.0,456.0,196.0,233.0,1041.0,373.0,47.0,96.0,760.0,68.0,812.0,120.0,701.0,309.0,432.0,407.0,278.0,303.0,3543.0,116.0,112.0,25.0,645.0,175.0,101.0,10.0,660.0
d431e765606911fdc07e169a4c899349,41.0,59.0,86.0,15.0,39.0,6.0,14.0,91.0,30.0,3.0,7.0,62.0,7.0,65.0,14.0,126.0,24.0,76.0,47.0,39.0,58.0,302.0,23.0,13.0,2.0,53.0,23.0,27.0,3.0,42.0
d48d1157d8e19ae7a1d337d49613804f,29.0,47.0,59.0,11.0,25.0,2.0,9.0,50.0,32.0,2.0,0.0,46.0,2.0,57.0,12.0,65.0,25.0,41.0,35.0,25.0,30.0,222.0,5.0,6.0,2.0,40.0,12.0,9.0,2.0,46.0
d49a15f3dc196ce33b09979135718613,40.0,72.0,95.0,14.0,28.0,6.0,18.0,110.0,27.0,3.0,3.0,43.0,6.0,45.0,9.0,104.0,40.0,63.0,29.0,50.0,36.0,331.0,14.0,11.0,1.0,54.0,24.0,15.0,9.0,42.0
d4eecf21834a953b8b2f07bb7e6c6564,193.0,278.0,410.0,46.0,110.0,20.0,78.0,351.0,99.0,15.0,8.0,221.0,27.0,263.0,39.0,290.0,106.0,220.0,174.0,119.0,129.0,1159.0,42.0,33.0,7.0,218.0,68.0,33.0,22.0,213.0
d50581aa9a70983dd8452d150a929990,401.0,597.0,814.0,148.0,223.0,74.0,127.0,545.0,145.0,20.0,16.0,404.0,63.0,423.0,59.0,498.0,185.0,358.0,251.0,171.0,232.0,2098.0,63.0,40.0,6.0,448.0,104.0,80.0,10.0,361.0
d5380466e18422d7b2c2d54d57cbbde2,704.0,1108.0,1582.0,265.0,562.0,92.0,406.0,1584.0,589.0,57.0,25.0,848.0,123.0,849.0,159.0,1553.0,696.0,1202.0,571.0,649.0,641.0,5454.0,216.0,130.0,70.0,942.0,428.0,241.0,46.0,671.0
d55e07ed2d642946bb4c3ca17e115268,172.0,518.0,734.0,148.0,322.0,33.0,243.0,965.0,274.0,42.0,7.0,486.0,87.0,596.0,127.0,734.0,368.0,693.0,334.0,312.0,308.0,3087.0,102.0,86.0,15.0,598.0,200.0,89.0,27.0,563.0
d5ddeaa8a60fb820a22cf1e62d092539,75.0,142.0,205.0,21.0,42.0,5.0,41.0,210.0,68.0,5.0,1.0,95.0,12.0,135.0,16.0,229.0,96.0,184.0,74.0,96.0,106.0,748.0,43.0,37.0,6.0,124.0,72.0,19.0,24.0,113.0
d5e8a963a3a0a885e1050d89f6ddd476,313.0,562.0,843.0,180.0,273.0,114.0,307.0,860.0,301.0,22.0,100.0,437.0,102.0,610.0,92.0,903.0,357.0,658.0,256.0,371.0,381.0,2997.0,119.0,76.0,29.0,525.0,214.0,126.0,23.0,478.0
d64df21e5c7d9a4fcd07844039b753aa,22.0,51.0,86.0,25.0,27.0,11.0,31.0,91.0,25.0,3.0,5.0,65.0,5.0,62.0,11.0,66.0,31.0,59.0,40.0,26.0,31.0,294.0,16.0,15.0,1.0,70.0,18.0,7.0,3.0,47.0
d65c9ff152c74fcdc74e3dcdd5cbabfa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d67916bbf6453cfebbd8689f7556e526,14.0,33.0,43.0,12.0,13.0,2.0,10.0,36.0,12.0,3.0,1.0,32.0,1.0,21.0,0.0,25.0,32.0,21.0,20.0,8.0,16.0,156.0,8.0,8.0,4.0,48.0,4.0,1.0,2.0,13.0
d6acb8c13ae4c42f2ab7c6a6b94a1441,43.0,57.0,76.0,21.0,19.0,13.0,15.0,66.0,16.0,2.0,8.0,56.0,6.0,34.0,5.0,75.0,61.0,74.0,35.0,25.0,40.0,309.0,7.0,11.0,8.0,43.0,22.0,7.0,0.0,35.0
